
SET IDENTITY_INSERT [dbo].[Building] ON 

INSERT [dbo].[Building] ([BuildingID], [BuildingName], [BuildingDescription], [BuildingPicture], [BuildingCode]) VALUES (1, N'An Lạc', N'Nằm giữa một khu vườn yên tĩnh với những hàng cây xanh mát, An Lạc mang đến một không gian thanh bình và ấm cúng. Thiết kế kiến trúc hiện đại với những đường nét đơn giản, kết hợp hài hòa với thiên nhiên xung quanh.', N'https://i.ibb.co/JrqjRCn/Screenshot-2024-06-19-134117.png', 'AL')
INSERT [dbo].[Building] ([BuildingID], [BuildingName], [BuildingDescription], [BuildingPicture],[BuildingCode]) VALUES (2, N'An Viên', N'An Viên mang đậm nét kiến trúc truyền thống với những mái ngói cong và những chi tiết chạm khắc tinh xảo. Không gian bên trong được bài trí trang trọng và ấm cúng, gợi nhớ về những giá trị văn hóa sâu sắc.', N'https://i.ibb.co/JrqjRCn/Screenshot-2024-06-19-134117.png', 'AV')
SET IDENTITY_INSERT [dbo].[Building] OFF


INSERT INTO [dbo].[Floor] (BuildingID, FloorName, FloorDescription, FloorCode)
VALUES 
-- An Lạc Building (ID 1)
(1, N'Tầng 1', N'Mô tả tầng 1' , N'AL-F1'),
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1839, 19, N'219', N'Available', NULL, NULL, NULL, N'AL-F3-A3-219')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1840, 19, N'220', N'Available', NULL, NULL, NULL, N'AL-F3-A3-220')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1841, 19, N'301', N'Available', NULL, NULL, NULL, N'AL-F3-A3-301')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1842, 19, N'302', N'Available', NULL, NULL, NULL, N'AL-F3-A3-302')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1843, 19, N'303', N'Available', NULL, NULL, NULL, N'AL-F3-A3-303')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1844, 19, N'304', N'Available', NULL, NULL, NULL, N'AL-F3-A3-304')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1845, 19, N'305', N'Available', NULL, NULL, NULL, N'AL-F3-A3-305')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1846, 19, N'306', N'Available', NULL, NULL, NULL, N'AL-F3-A3-306')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1847, 19, N'307', N'Available', NULL, NULL, NULL, N'AL-F3-A3-307')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1848, 19, N'308', N'Available', NULL, NULL, NULL, N'AL-F3-A3-308')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1849, 19, N'309', N'Available', NULL, NULL, NULL, N'AL-F3-A3-309')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1850, 19, N'310', N'Available', NULL, NULL, NULL, N'AL-F3-A3-310')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1851, 19, N'311', N'Available', NULL, NULL, NULL, N'AL-F3-A3-311')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1852, 19, N'312', N'Available', NULL, NULL, NULL, N'AL-F3-A3-312')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1853, 19, N'313', N'Available', NULL, NULL, NULL, N'AL-F3-A3-313')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1854, 19, N'314', N'Available', NULL, NULL, NULL, N'AL-F3-A3-314')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1855, 19, N'315', N'Available', NULL, NULL, NULL, N'AL-F3-A3-315')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1856, 19, N'316', N'Available', NULL, NULL, NULL, N'AL-F3-A3-316')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1857, 19, N'317', N'Available', NULL, NULL, NULL, N'AL-F3-A3-317')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1858, 19, N'318', N'Available', NULL, NULL, NULL, N'AL-F3-A3-318')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1859, 19, N'319', N'Available', NULL, NULL, NULL, N'AL-F3-A3-319')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1860, 19, N'320', N'Available', NULL, NULL, NULL, N'AL-F3-A3-320')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1861, 19, N'401', N'Available', NULL, NULL, NULL, N'AL-F3-A3-401')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1862, 19, N'402', N'Available', NULL, NULL, NULL, N'AL-F3-A3-402')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1863, 19, N'403', N'Available', NULL, NULL, NULL, N'AL-F3-A3-403')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1864, 19, N'404', N'Available', NULL, NULL, NULL, N'AL-F3-A3-404')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1865, 19, N'405', N'Available', NULL, NULL, NULL, N'AL-F3-A3-405')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1866, 19, N'406', N'Available', NULL, NULL, NULL, N'AL-F3-A3-406')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1867, 19, N'407', N'Available', NULL, NULL, NULL, N'AL-F3-A3-407')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1868, 19, N'408', N'Available', NULL, NULL, NULL, N'AL-F3-A3-408')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1869, 19, N'409', N'Available', NULL, NULL, NULL, N'AL-F3-A3-409')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1870, 19, N'410', N'Available', NULL, NULL, NULL, N'AL-F3-A3-410')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1871, 19, N'411', N'Available', NULL, NULL, NULL, N'AL-F3-A3-411')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1872, 19, N'412', N'Available', NULL, NULL, NULL, N'AL-F3-A3-412')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1873, 19, N'413', N'Available', NULL, NULL, NULL, N'AL-F3-A3-413')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1874, 19, N'414', N'Available', NULL, NULL, NULL, N'AL-F3-A3-414')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1875, 19, N'415', N'Available', NULL, NULL, NULL, N'AL-F3-A3-415')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1876, 19, N'416', N'Available', NULL, NULL, NULL, N'AL-F3-A3-416')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1877, 19, N'417', N'Available', NULL, NULL, NULL, N'AL-F3-A3-417')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1878, 19, N'418', N'Available', NULL, NULL, NULL, N'AL-F3-A3-418')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1879, 19, N'419', N'Available', NULL, NULL, NULL, N'AL-F3-A3-419')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1880, 19, N'420', N'Available', NULL, NULL, NULL, N'AL-F3-A3-420')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1881, 19, N'501', N'Available', NULL, NULL, NULL, N'AL-F3-A3-501')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1882, 19, N'502', N'Available', NULL, NULL, NULL, N'AL-F3-A3-502')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1883, 19, N'503', N'Available', NULL, NULL, NULL, N'AL-F3-A3-503')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1884, 19, N'504', N'Available', NULL, NULL, NULL, N'AL-F3-A3-504')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1885, 19, N'505', N'Available', NULL, NULL, NULL, N'AL-F3-A3-505')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1886, 19, N'506', N'Available', NULL, NULL, NULL, N'AL-F3-A3-506')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1887, 19, N'507', N'Available', NULL, NULL, NULL, N'AL-F3-A3-507')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1888, 19, N'508', N'Available', NULL, NULL, NULL, N'AL-F3-A3-508')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1889, 19, N'509', N'Available', NULL, NULL, NULL, N'AL-F3-A3-509')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1890, 19, N'510', N'Available', NULL, NULL, NULL, N'AL-F3-A3-510')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1891, 19, N'511', N'Available', NULL, NULL, NULL, N'AL-F3-A3-511')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1892, 19, N'512', N'Available', NULL, NULL, NULL, N'AL-F3-A3-512')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1893, 19, N'513', N'Available', NULL, NULL, NULL, N'AL-F3-A3-513')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1894, 19, N'514', N'Available', NULL, NULL, NULL, N'AL-F3-A3-514')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1895, 19, N'515', N'Available', NULL, NULL, NULL, N'AL-F3-A3-515')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1896, 19, N'516', N'Available', NULL, NULL, NULL, N'AL-F3-A3-516')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1897, 19, N'517', N'Available', NULL, NULL, NULL, N'AL-F3-A3-517')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1898, 19, N'518', N'Available', NULL, NULL, NULL, N'AL-F3-A3-518')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1899, 19, N'519', N'Available', NULL, NULL, NULL, N'AL-F3-A3-519')
GO
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1900, 19, N'520', N'Available', NULL, NULL, NULL, N'AL-F3-A3-520')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1901, 20, N'101', N'Available', NULL, NULL, NULL, N'AL-F3-A4-101')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1902, 20, N'102', N'Available', NULL, NULL, NULL, N'AL-F3-A4-102')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1903, 20, N'103', N'Available', NULL, NULL, NULL, N'AL-F3-A4-103')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1904, 20, N'104', N'Available', NULL, NULL, NULL, N'AL-F3-A4-104')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1905, 20, N'105', N'Available', NULL, NULL, NULL, N'AL-F3-A4-105')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1906, 20, N'106', N'Available', NULL, NULL, NULL, N'AL-F3-A4-106')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1907, 20, N'107', N'Available', NULL, NULL, NULL, N'AL-F3-A4-107')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1908, 20, N'108', N'Available', NULL, NULL, NULL, N'AL-F3-A4-108')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1909, 20, N'109', N'Available', NULL, NULL, NULL, N'AL-F3-A4-109')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1910, 20, N'110', N'Available', NULL, NULL, NULL, N'AL-F3-A4-110')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1911, 20, N'111', N'Available', NULL, NULL, NULL, N'AL-F3-A4-111')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1912, 20, N'112', N'Available', NULL, NULL, NULL, N'AL-F3-A4-112')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1913, 20, N'113', N'Available', NULL, NULL, NULL, N'AL-F3-A4-113')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1914, 20, N'114', N'Available', NULL, NULL, NULL, N'AL-F3-A4-114')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1915, 20, N'115', N'Available', NULL, NULL, NULL, N'AL-F3-A4-115')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1916, 20, N'116', N'Available', NULL, NULL, NULL, N'AL-F3-A4-116')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1917, 20, N'117', N'Available', NULL, NULL, NULL, N'AL-F3-A4-117')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1918, 20, N'118', N'Available', NULL, NULL, NULL, N'AL-F3-A4-118')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1919, 20, N'119', N'Available', NULL, NULL, NULL, N'AL-F3-A4-119')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1920, 20, N'120', N'Available', NULL, NULL, NULL, N'AL-F3-A4-120')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1921, 20, N'201', N'Available', NULL, NULL, NULL, N'AL-F3-A4-201')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1922, 20, N'202', N'Available', NULL, NULL, NULL, N'AL-F3-A4-202')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1923, 20, N'203', N'Available', NULL, NULL, NULL, N'AL-F3-A4-203')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1924, 20, N'204', N'Available', NULL, NULL, NULL, N'AL-F3-A4-204')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1925, 20, N'205', N'Available', NULL, NULL, NULL, N'AL-F3-A4-205')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1926, 20, N'206', N'Available', NULL, NULL, NULL, N'AL-F3-A4-206')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1927, 20, N'207', N'Available', NULL, NULL, NULL, N'AL-F3-A4-207')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1928, 20, N'208', N'Available', NULL, NULL, NULL, N'AL-F3-A4-208')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1929, 20, N'209', N'Available', NULL, NULL, NULL, N'AL-F3-A4-209')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1930, 20, N'210', N'Available', NULL, NULL, NULL, N'AL-F3-A4-210')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1931, 20, N'211', N'Available', NULL, NULL, NULL, N'AL-F3-A4-211')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1932, 20, N'212', N'Available', NULL, NULL, NULL, N'AL-F3-A4-212')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1933, 20, N'213', N'Available', NULL, NULL, NULL, N'AL-F3-A4-213')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1934, 20, N'214', N'Available', NULL, NULL, NULL, N'AL-F3-A4-214')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1935, 20, N'215', N'Available', NULL, NULL, NULL, N'AL-F3-A4-215')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1936, 20, N'216', N'Available', NULL, NULL, NULL, N'AL-F3-A4-216')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1937, 20, N'217', N'Available', NULL, NULL, NULL, N'AL-F3-A4-217')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1938, 20, N'218', N'Available', NULL, NULL, NULL, N'AL-F3-A4-218')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1939, 20, N'219', N'Available', NULL, NULL, NULL, N'AL-F3-A4-219')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1940, 20, N'220', N'Available', NULL, NULL, NULL, N'AL-F3-A4-220')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1941, 20, N'301', N'Available', NULL, NULL, NULL, N'AL-F3-A4-301')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1942, 20, N'302', N'Available', NULL, NULL, NULL, N'AL-F3-A4-302')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1943, 20, N'303', N'Available', NULL, NULL, NULL, N'AL-F3-A4-303')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (1944, 20, N'304', N'Available', NULL, NULL, NULL, N'AL-F3-A4-304')
